Ag,-2.34536
Au,-3.06221
Cd,-0.65755
Co,-5.66648
Co_II,-6.18458
Cr,-8.54529
Cu,-3.72509
Fe,-7.43114
Hf,-7.82769
Hg,-0.7238
Ir,-7.82437
Mn,-9.0417674827586
Mo,-9.73924
Nb,-9.13944
Ni,-4.85498
Os,-9.1117
Pd,-4.68909
Pt,-5.60694
Re,-9.94647
Rh,-6.57523
Ru,-8.40594
Sc,-4.94142
Ta,-10.68995
Tc,-9.07939
Ti,-7.4033
V,-8.31233
W,-11.51314
Zn,-0.89986
Zr,-6.71001
